GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: GloveData
InfoText: This data contains gesture data
NumDimensions: 6
TotalNumTrainingExamples: 10
NumberOfClasses: 1
ClassIDsAndCounters: 
1 10
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.1484	0.9766	0.1502	-8.8347	-0.5398	-0.9043
-0.1641	0.9766	0.1698	-1.4608	0.8515	-0.7652
-0.1758	0.9844	0.1737	1.1827	-0.4702	1.8087
-0.1680	0.9883	0.1698	0.0697	-0.1920	0.7652
-0.1719	0.9922	0.1776	1.0436	0.6428	2.7826
-0.1641	0.9922	0.1698	0.6262	-0.5398	1.0435
-0.1719	0.9883	0.1620	-0.2782	-0.4702	-0.0696
-0.1680	0.9844	0.1698	0.1392	-0.6093	0.3478
-0.1602	0.9922	0.1620	0.7653	-0.4702	-0.0696
-0.1602	0.9922	0.1659	0.2783	-0.8876	0.1391
-0.1563	0.9922	0.1620	1.2523	-1.4441	0.1391
-0.1602	0.9922	0.1620	-0.9043	-0.4702	0.2087
-0.1484	0.9883	0.1541	0.0001	-0.6789	0.3478
-0.1563	0.9922	0.1620	0.2088	-0.7485	-0.5565
-0.1602	0.9883	0.1620	-0.6956	-0.6093	0.3478
-0.1563	0.9883	0.1659	0.2783	-0.0528	0.0000
-0.1523	0.9922	0.1659	0.6262	-0.4702	0.5565
-0.1484	0.9883	0.1659	0.4870	0.2254	0.4174
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.1719	0.0195	1.0096	-0.4173	0.0863	1.3217
-0.1719	0.0234	0.9901	0.7653	-0.0528	0.4174
-0.1797	0.0469	1.0096	16.2783	3.3559	1.3217
-0.2344	0.2773	0.8729	209.1827	74.5907	35.5478
-0.1953	0.9805	0.1815	44.5218	6.2080	16.4174
-0.1914	0.9961	0.2362	-2.6434	-1.5833	0.1391
-0.2109	0.9609	0.2362	2.8523	-0.9572	1.8087
-0.1797	0.9844	0.2362	0.6957	-0.4007	0.2783
-0.1797	0.9688	0.2323	-0.2086	1.9646	-0.4870
-0.1875	0.9727	0.2362	0.4870	1.0602	-0.2087
-0.1797	0.9688	0.2440	0.2088	0.9211	-0.2783
-0.1914	0.9727	0.2401	1.5305	-1.5833	1.4609
-0.1758	0.9727	0.2362	-0.6956	-1.1659	0.8348
-0.1797	0.9727	0.2362	-0.6260	0.7820	-0.2087
-0.1797	0.9688	0.2362	0.2088	-0.8180	0.7652
-0.1719	0.9648	0.2440	-0.8347	0.2254	0.3478
-0.1680	0.9766	0.2401	0.7653	0.0863	-0.2783
-0.1719	0.9648	0.2362	0.7653	-1.0963	-0.2783
-0.1836	0.9688	0.2362	-0.4869	-0.1920	-0.6261
-0.1680	0.9766	0.2440	0.3479	0.9211	-0.4870
-0.1758	0.9688	0.2362	1.0436	-0.4007	0.0000
-0.1758	0.9805	0.2401	1.1131	0.0167	-0.5565
-0.1680	0.9727	0.2284	-0.4173	0.2254	-0.7652
-0.1797	0.9727	0.2479	-0.6260	-0.6789	0.8348
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 24
TimeSeriesData: 
-0.1563	0.0117	0.9940	2.5740	0.5037	0.9739
-0.1680	0.0352	0.9979	7.7218	2.7298	2.0870
-0.2383	0.1016	0.9510	184.3479	59.6341	0.4174
-0.2891	1.0078	0.2752	121.1131	6.7646	39.3043
-0.1836	1.0352	0.1932	-11.1999	-5.6180	-0.2783
-0.1758	0.9688	0.2166	0.1392	-0.6093	0.0000
-0.1680	0.9883	0.2088	-0.8347	-0.9572	0.3478
-0.1680	0.9844	0.2127	1.1827	-0.0528	-0.2783
-0.1758	0.9844	0.2010	-0.7651	0.8515	-1.1826
-0.1641	0.9766	0.2049	-0.8347	0.0863	0.0696
-0.1680	0.9805	0.2127	1.3914	0.3646	0.6957
-0.1680	0.9805	0.2166	1.7392	-0.8876	0.4870
-0.1719	0.9883	0.2088	0.2783	0.8515	-0.0696
-0.1563	0.9805	0.2127	-0.5564	1.1993	-0.2087
-0.1758	0.9766	0.2166	0.4870	-0.5398	1.2522
-0.1719	0.9805	0.2127	-0.4869	0.0863	-0.2783
-0.1719	0.9727	0.2127	-1.0434	-0.1224	0.0696
-0.1602	0.9844	0.2049	0.2088	0.0863	0.2087
-0.1523	0.9805	0.2166	0.1392	0.4341	-0.8348
-0.1719	0.9727	0.2205	0.8349	-0.1224	0.2783
-0.1563	0.9805	0.2205	0.1392	0.1559	0.1391
-0.1563	0.9766	0.2166	-0.2086	0.5037	-0.7652
-0.1680	0.9883	0.2166	-0.4173	0.7124	0.3478
-0.1602	0.9805	0.2245	0.1392	0.0863	0.6957
************TIME_SERIES************
ClassID: 1
